"name","series","age","occupation","hometown","first_name","episode","technical","result","signature","show_stopper"
"Jamie Finn","10",20,"Part-time waiter","Surrey","Jamie","10",NA,NA,NA,NA
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","1",7,"STAR BAKER","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","2",2,"IN","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","3",9,"IN","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","4",3,"IN","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","5",1,"IN","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","6",4,"IN","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","7",4,"IN","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","8",5,"IN","Tudor Rose Pies","Swans"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","9",1,"IN","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies"
"Jane Beedle","7",61,"Garden designer","Beckenham","Jane","10",3,"Runner-up","Red, White and Blue Meringue Crown","Family Favourites Feast"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","1",8,"IN","Raspberry and Cream Cupcakes","Chocolate Marble Cakewith Dark and White Chocolate Truffles"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","2",8,"IN","Quiche Printanière","Red Fruit TartsChocolate and Cherry Tarts"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","3",8,"IN","Zupfe Loaf with Gruyère Cheese","Apple and Walnut Granary Rolls Red Onion Cottage Rolls"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","4",4,"IN","Christmas Marzipan Biscuits","Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","5",1,"STAR BAKER","Chicken and Chestnut Pie","Rhubarb Meringue Pie"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","6",5,"IN","Rhubarb and Ginger Baked Cheesecake","Orange and Nougatine Croquembouche"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","7",4,"OUT","Chocolate Amaretto Mousse Cake","Pain Aux RaisinPlain CroissantPain Au Chocolat"
"Janet Basu","2",63,"Teacher of Modern Languages","Formby, Liverpool","Janet","8",NA,NA,NA,NA
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","1",NA,"IN","Fresh Mango and Passion Fruit Hummingbird Cake","N/A"
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","2",2,"IN","Millionaires' Shortbread","Meringues with Chocolate and Space DustCoffee flavoured Eclairs"
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","3",5,"IN","Focaccia","Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","4",2,"IN","Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce","Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","5",4,"OUT","Chicken and Mushroom Pie","Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
"Jasminder Randhawa","1",45,"Assistant Credit Control Manager","Birmingham","Jasminder","6",NA,NA,NA,NA
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","1",6,"IN","Lemon Meringue CupcakesApple and Cinnamon Cupcakes","UNKNOWN"
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","2",3,"STAR BAKER","Salmon and Pak Choi Quiche","Mint Chocolate Tarts Blueberry Bakewell Tarts"
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","3",7,"IN","Cheese and Onion Tear and Share Loaf","UNKNOWN"
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","4",1,"STAR BAKER","Lebkuchen","Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","5",7,"OUT","Brown Down Chicken Pie","Plum Meringue Pie"
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","6",NA,NA,NA,NA
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","7",NA,NA,NA,NA
"Jason White","2",19,"Civil Engineering Student","Croydon","Jason","8",NA,NA,NA,NA
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","1",11,"IN","Chocolate Orange CupcakesOrange and Cardamom Cupcakes","Chocolate and Strawberry Cake"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","2",10,"IN","Caramelised Onion, Gruyere and Thyme Quiche","Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","3",1,"IN","Stromboli flavored with Mozzarella, Ham, and Picante Pepper","Unknown"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","4",8,"IN","Lavender Biscuits","Blueberry MacaronsCoconut MacaronsStrawberry Macarons"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","5",6,"IN","Salmon and Asparagus Pie","Apple and Raspberry Meringue Pie"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","6",1,"STAR BAKER","Rum and Raisin Baked Cheesecake","Limoncello and White Chocolate Croquembouche"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","7",3,"IN","Raspberry & Strawberry Mousse Cake","Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries"
"Jo Wheatley","2",41,"Housewife","Ongar, Essex","Jo","8",1,"WINNER","Raspberry and Blueberry Mille Feuille","Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse"
"John Whaite","3",22,"Law student","Wigan","John","1",11,"IN","Toffee Apple, Orange & Cranberry","Hidden Pink Hearts Cake"
"John Whaite","3",22,"Law student","Wigan","John","2",1,"STAR BAKER","Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
"John Whaite","3",22,"Law student","Wigan","John","3",6,"IN","Apple and Vanilla Tarte Tatin with Walnut Praline","Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
"John Whaite","3",22,"Law student","Wigan","John","4",6,"IN","'Torte Noir' Black Forest Torte with Boozy Cream","Elderflower and Bramble Berry Pavlova"
"John Whaite","3",22,"Law student","Wigan","John","5",2,"IN","Venison and Haggis Wellington","Star-Spangled Pecan Pie"
"John Whaite","3",22,"Law student","Wigan","John","6",5,"IN","Spicy Toffee PuddingsRaspberry and White Chocolate Puddings","Did not complete due to injury"
"John Whaite","3",22,"Law student","Wigan","John","7",3,"IN","Cherry and Almond Saffron Buns","Marzipan Stollen"
"John Whaite","3",22,"Law student","Wigan","John","8",3,"IN","Asian Spice Crackers","Gingerbread Roman Coliseum"
"John Whaite","3",22,"Law student","Wigan","John","9",2,"IN","Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons","Gateau St. Honoré a la Passion"
"John Whaite","3",22,"Law student","Wigan","John","10",2,"WINNER","Italian Sausage and Roasted Vegetable Pithivier","Heaven and Hell Chiffon Cake"
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","1",5,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","2",1,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","3",2,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","4",3,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","5",7,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","6",2,"IN",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","7",4,"OUT",NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","8",NA,NA,NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","9",NA,NA,NA,NA
"Jon Jenkins","9",47,"Blood courier","Newport","Jon","10",NA,NA,NA,NA
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","1",9,"IN","Carrot Cake with Lime and Cream Cheese Icing","Three Tiered White and Dark Chocolate with Almond and Cherry"
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","2",1,"IN","Honey and Candied Ginger Cookies","Meringues with Whiskey Cream"
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","3",6,"OUT","Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","4",NA,NA,NA,NA
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","5",NA,NA,NA,NA
"Jonathan Shepherd","1",25,"Research Analyst","St Albans","Jonathan","6",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","1",12,"IN","Kawaii Frasier Swiss Roll","Lemon Drizzle Cakes with Blueberry and Lemon Curd"
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","2",6,"IN","Sourdough, Parmesan and Chilli Biscuits","Monster Attack"
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","3",10,"OUT","Rye and Spelt Bread Rolls","Strawberry Raspberry Cheesecake Brioche"
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","4",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","5",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","6",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","7",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","8",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","9",NA,NA,NA,NA
"Jordan Cox","5",32,"IT Manager","Sneinton, Nottingham","Jordan","10",NA,NA,NA,NA
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","1",3,"IN","Courgette and Lemon Cake","'Russian Doll' Cake"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","2",4,"IN","Middle Eastern Delight Sandwich Biscuits","'A British Baking' Game"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","3",2,"STAR BAKER","Earl Grey Dried Fruit Teacakes","'The Snail Under a Mushroom' Bread Sculpture"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","4",9,"IN","Pecan Salted Caramel Millionaire Shortbreads","Poppy Seed Caramel Cake"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","5",3,"IN","Orange & Treacle Steamed School Pudding","'Opulent Ornament' Trifle Terrine"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","6",7,"OUT","'Pies from the Tree' Decorative Pies","'Special Occasion' Pie"
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","7",NA,NA,NA,NA
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","8",NA,NA,NA,NA
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","9",NA,NA,NA,NA
"Julia Chernogorova","8",21,"Aviation Broker","Crawley, West Sussex","Julia","10",NA,NA,NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","1",6,"IN",NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","2",11,"IN",NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","3",5,"IN",NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","4",7,"IN",NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","5",9,"OUT",NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","6",NA,NA,NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","7",NA,NA,NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","8",NA,NA,NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","9",NA,NA,NA,NA
"Karen Wright","9",60,"In-store sampling assistant","Wakefield","Karen","10",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","1",4,"IN","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","2",1,"IN","""A Biscuit for the Broads""","""I Promise I will do my best"""
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","3",8,"IN","Cobbled Loaf","The Corn Maiden"
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","4",7,"OUT","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","5",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","6",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","7",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","8",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","9",NA,NA,NA,NA
"Kate Barmby","7",37,"Nurse","Brooke, Norfolk","Kate","10",NA,NA,NA,NA
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","1",6,"IN","Red Velvet and White Chocolate Swiss Roll","Mini Tiered Victoria Sponges"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","2",4,"IN","Parmesan and Apple Biscuits","Tea Time"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","3",1,"IN","Orange and Cardamom Rye Bread Knots","Prosciutto, Olive and Coriander Bread"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","4",7,"IN","Chocolate and Salted Caramel Molten Puddings","Pistachio, Raspberry and Chocolate Baked Alaska"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","5",3,"STAR BAKER","Rhubarb and Custard Tart","Rhubarb, Prune and Apple Pies"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","6",6,"IN","Pecan, Chocolate and Sour Cherry Yeast Cake","Trio of Dobos Tortes"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","7",4,"OUT","Spinach and Paneer Spicy Samosa","Neapolitan & Lemon Meringue Éclairs"
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","8",NA,NA,NA,NA
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","9",NA,NA,NA,NA
"Kate Henry","5",41,"Furniture Restorer","Brighton, East Sussex","Kate","10",NA,NA,NA,NA
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","1",1,"IN","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","2",8,"IN","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","3",10,"IN","Blueberry Buns","'Kraken' Bread Sculpture"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","4",6,"STAR BAKER","Salted Bay Caramel Millionaire Shortbreads","Sticky Toffee Apple Caramel Cake"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","5",8,"IN","'Mr Darcy's Steamy Lake Scene' Steamed School Pudding","'My Great Great Nan's' Raspberry Trifle Terrine"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","6",5,"IN","'Vegetarian Pie Faces' Decorative Pies","Potato Curry Pie with Mango & Chilli Glaze"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","7",6,"IN","'Happy Hour' Cocktail Cannoli","'Flavour Fusion' Sfogliatelle"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","8",2,"IN","Burrito Bedfordshire Clangers","'Liver Building Turret' Savoy Cake"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","9",4,"IN","Bellini and Valencian Orange Choux Buns","'Rainbow' Meringue Centrepiece"
"Kate Lyon","8",29,"Health and safety inspector","Merseyside","Kate","10",3,"Runner-up","Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","1",12,"OUT","Earl Grey Cupcakes","Chocolate and Sour Cream Cake"
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","2",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","3",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","4",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","5",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","6",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","7",NA,NA,NA,NA
"Keith Batsford","2",31,"House husband","Arlesey, Bedfordshire","Keith","8",NA,NA,NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","1",10,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","2",4,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","3",10,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","4",6,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","5",4,"STAR BAKER",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","6",5,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","7",6,"STAR BAKER",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","8",2,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","9",2,"IN",NA,NA
"Kim-Joy Hewlett","9",27,"Mental health specialist","Leeds","Kim-Joy","10",1,"Runner-up",NA,NA
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","1",10,"IN","Blood Orange Cake","Chocolate, Raspberry & Basil Layer Cake"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","2",1,"IN","Nigella Seed and Parmesan Breadsticks","Peace Bread"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","3",6,"IN","Peach, Almond and Ginger Trifle","Chocolate Pistachio FinanciersLemon Bergamot Biscuits"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","4",4,"STAR BAKER","Pecan and Rosemary Caramel Apple Pie","Chicken, Bacon and Butternut Squash Pie"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","5",7,"IN","Cherry and Almond Bakewell Florentine Slice","Black and White Viennese Biscuit Stack"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","6",3,"IN","Chai Spiced Ginger and Date Tea Loaf","Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","7",4,"IN","Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard","Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","8",2,"IN","Wild Garlic Pesto and Parma Ham Spelt Loaf","Butternut Squash and Spice Cake Toadstool House"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","9",1,"STAR BAKER","Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken","Passion Fruit and Lime Opera Cake"
"Kimberley Wilson","4",30,"Psychologist","London","Kimberley","10",1,"Runner-up","Chicken and Pig Pie","Languages of Love Wedding Cake"
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","1",10,"OUT","Cranberry and Pistachio Cakewith Orange Flower Water Icing","Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit"
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","2",NA,NA,NA,NA
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","3",NA,NA,NA,NA
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","4",NA,NA,NA,NA
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","5",NA,NA,NA,NA
"Lea Harris","1",51,"Retired","Midlothian, Scotland","Lea","6",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","1",11,"OUT","St. Clements Orange and Lemon Drizzle Cake","Strawberry Surprise Mirror Cake"
"Lee Banfield","7",67,"Pastor","Bolton","Lee","2",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","3",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","4",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","5",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","6",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","7",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","8",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","9",NA,NA,NA,NA
"Lee Banfield","7",67,"Pastor","Bolton","Lee","10",NA,NA,NA,NA
"Liam Charles","8",19,"Student","North London","Liam","1",8,"IN","Apple and Almond Crumble Maple Loaf","'Stackin' Sunday' Cake"
"Liam Charles","8",19,"Student","North London","Liam","2",7,"IN","Coffee Malted Pecan Shorties","'Classroom Classics' Game"
"Liam Charles","8",19,"Student","North London","Liam","3",5,"IN","Jamaican Spiced Teacakes","'Kneadapolitan' Bread Sculpture"
"Liam Charles","8",19,"Student","North London","Liam","4",3,"IN","Salted Peanut Butter Millionaire Shortbreads","White Layered Ginger Caramel Cake"
"Liam Charles","8",19,"Student","North London","Liam","5",2,"IN","Cherries & Lemons that are 'Baked Well'","'Cheers Lads' Trifle Terrine"
"Liam Charles","8",19,"Student","North London","Liam","6",4,"STAR BAKER","'Standard FC' Decorative Pies","'Nan's Sunday Dinner' Pie"
"Liam Charles","8",19,"Student","North London","Liam","7",2,"IN","'Just Doing Me' Cannoli","'Morning Delivery' Sfogliatelle"
"Liam Charles","8",19,"Student","North London","Liam","8",5,"OUT","'Take Out' Bedfordshire Clangers","'Fort Wizardore' Savoy Cake"
"Liam Charles","8",19,"Student","North London","Liam","9",NA,NA,NA,NA
"Liam Charles","8",19,"Student","North London","Liam","10",NA,NA,NA,NA
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","1",NA,"IN","Carrot and Orange Cake","Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","2",4,"OUT","Stained Glass Window Shortbread","Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons"
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","3",NA,NA,NA,NA
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","4",NA,NA,NA,NA
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","5",NA,NA,NA,NA
"Louise Brimelow","1",44,"Police Officer","Manchester","Louise","6",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","1",9,"IN","Orange Liqueur and Lemonade Drizzle Cake","White Chocolate Trifle Mirror Glaze Cake"
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","2",10,"OUT","Baa Bara Brith Biscuits","Gingerbread Wedding"
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","3",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","4",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","5",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","6",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","7",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","8",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","9",NA,NA,NA,NA
"Louise Williams","7",46,"Hairdresser","Cardiff","Louise","10",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","1",2,"IN","Timperley Early Cake","Thyme 'Wildwood' Cake"
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","2",12,"OUT","Grissini with Salt","Roast Tomato Bread"
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","3",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","4",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","5",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","6",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","7",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","8",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","9",NA,NA,NA,NA
"Lucy Bellamy","4",38,"Horticulturist","Grimsby, Lincolnshire","Lucy","10",NA,NA,NA,NA
"Luis Troyano","5",42,"Graphic Designer","Poynton, Cheshire","Luis","1",7,"IN","Spanish Swiss Roll","Raspberry and Lemon Genoise Slices with Lemon Drizzles"
"Luis Troyano","5",42,"Graphic Designer","Poynton, Cheshire","Luis","2",3,"IN","Black Olive and Rosemary Biscuits with Caramelised Onion Glaze","George Versus The Dragon"
"Luis Troyano","5",42,"Graphic Designer","Poynton, Cheshire","Luis","3",2,"STAR BAKER","Opposites Attract Rolls","Roscón de Reyes"
